1.42;1.29;1.0;0.85;0.71;-1.0
1.22;1.10;1.0;0.88;0.81;-1.0
1.34;1.15;1.0;0.88;0.76;-1.0
1.29;1.12;1.0;0.90;0.81;-1.0
1.19;1.09;1.0;0.91;0.85;-1.0
1.20;1.09;1.0;0.91;0.84;-1.0
0.84;0.92;1.0;1.10;1.26;-1.0
-1.0;0.23;1.0;1.14;1.28;-1.0
0.73;0.87;1.0;1.17;1.34;1.74
-1.0;0.95;1.0;1.07;1.15;1.24
0.81;0.91;1.0;1.11;1.23;-1.0
-1.0;-1.0;1.0;1.11;1.29;1.63
-1.0;-1.0;1.0;1.05;1.17;1.46
-1.0;0.87;1.0;1.15;1.30;-1.0
1.17;1.09;1.0;0.90;0.78;-1.0
1.22;1.09;1.0;0.93;0.86;0.80
1.43;1.14;1.0;1.00;1.00;-1.0
