1.62;1.26;1.0;0.83;0.63;0.50
1.33;1.22;1.0;0.87;0.74;0.62
0.60;0.83;1.0;1.33;1.91;2.72
-1.0;0.95;1.0;1.07;1.15;1.24
-1.0;0.87;1.0;1.29;1.81;2.61
1.30;1.10;1.0;0.87;0.73;0.62
1.43;1.14;1.0;1.00;-1.0;-1.0
